sample,t_ms,ax,ay,az,gx,gy,gz,tremor
0,2158774,-0.6300,0.3053,0.6260,-0.3594,9.9688,-3.9375,no_tremor
1,2158785,-0.6389,0.3083,0.6219,-0.0469,9.6250,-2.7188,no_tremor
2,2158797,-0.6437,0.3124,0.6223,-0.1562,8.3281,-2.6094,no_tremor
3,2158828,-0.6528,0.3132,0.6355,-3.4531,9.8594,-2.6875,no_tremor
4,2158839,-0.6633,0.3086,0.6431,-3.9219,13.8906,-4.5312,no_tremor
5,2158851,-0.6833,0.3053,0.6505,-3.9375,22.5938,-7.0781,no_tremor
6,2158862,-0.7122,0.3065,0.6572,-4.6875,25.7500,-9.3281,no_tremor
7,2158873,-0.7443,0.3130,0.6636,-4.0625,31.1406,-14.0781,no_tremor
8,2158884,-0.7711,0.3213,0.6665,-2.3594,39.6719,-15.6094,no_tremor
9,2158895,-0.7816,0.3262,0.6569,-0.0156,41.1875,-18.0938,no_tremor
10,2158907,-0.7744,0.3243,0.6316,1.6719,35.9844,-18.0781,no_tremor
11,2158918,-0.7489,0.3182,0.6051,3.0469,35.4531,-19.2500,no_tremor
12,2158950,-0.6685,0.2917,0.5398,8.2812,31.9219,-14.0625,no_tremor
13,2158961,-0.6549,0.2850,0.5415,6.5938,30.1406,-13.0312,no_tremor
14,2158973,-0.6545,0.2832,0.5593,3.8906,38.1562,-15.5469,no_tremor
15,2158984,-0.6793,0.2904,0.5917,3.1406,56.6406,-23.1875,no_tremor
16,2158995,-0.7382,0.3083,0.6328,1.8438,77.7969,-29.7656,no_tremor
17,2159006,-0.8242,0.3330,0.6700,4.3125,106.2188,-36.3750,no_tremor
18,2159018,-0.9141,0.3561,0.6879,8.4062,129.1406,-44.0000,no_tremor
19,2159029,-0.9819,0.3694,0.6803,11.3594,147.5156,-51.1250,no_tremor
20,2159040,-1.0161,0.3678,0.6544,12.4062,174.7500,-57.3594,no_tremor
21,2159073,-0.9956,0.2889,0.5535,22.2031,278.1562,-59.6719,no_tremor
22,2159084,-0.9739,0.2550,0.5155,22.1875,299.4688,-65.4688,no_tremor
23,2159096,-0.9624,0.2344,0.4824,18.0156,314.3125,-68.2656,no_tremor
24,2159107,-0.9674,0.2286,0.4504,18.1250,321.5156,-64.0781,no_tremor
25,2159118,-0.9755,0.2323,0.4111,23.1250,317.5312,-56.9531,no_tremor
26,2159129,-0.9734,0.2417,0.3724,25.3438,301.4844,-50.3125,no_tremor
27,2159140,-0.9436,0.2457,0.3182,22.6406,281.1406,-42.4062,no_tremor
28,2159152,-0.8812,0.2313,0.2664,12.7969,266.9219,-37.3906,no_tremor
29,2159163,-0.7924,0.1904,0.2333,6.2031,270.9531,-31.6719,no_tremor
30,2159195,-0.6379,0.0183,0.2150,-9.4219,322.1094,-20.0781,no_tremor
31,2159206,-0.6865,0.0131,0.1108,25.5625,361.7188,-10.9688,no_tremor
32,2159217,-0.7646,0.0663,-0.0730,55.4688,416.9688,10.3750,no_tremor
33,2159229,-0.8317,0.1554,-0.2771,67.6250,463.7188,23.2188,no_tremor
34,2159240,-0.8672,0.2388,-0.4360,63.5000,484.4531,23.9219,no_tremor
35,2159251,-0.8737,0.3094,-0.5195,55.9531,476.7500,18.2969,no_tremor
36,2159262,-0.8607,0.2808,-0.5353,39.8906,434.0312,14.3125,no_tremor
37,2159274,-0.8197,0.2375,-0.5225,24.5781,366.2031,8.7031,no_tremor
38,2159285,-0.7369,0.1704,-0.5253,3.6094,265.5469,3.9375,no_tremor
39,2159317,-0.3275,0.0685,-0.7482,-1.7344,49.3281,8.9688,no_tremor
40,2159328,-0.1868,0.0701,-0.8217,-20.0781,-1.4688,7.3281,no_tremor
41,2159339,-0.1166,0.0625,-0.8632,-18.8750,-20.3750,5.4219,no_tremor
42,2159350,-0.1688,0.0630,-0.8915,-11.0156,9.8750,2.7344,no_tremor
43,2159361,-0.3021,0.0906,-0.9202,-10.1719,58.0312,3.2656,no_tremor
44,2159373,-0.5281,0.1279,-0.9453,-9.5000,88.1094,2.6562,no_tremor
45,2159384,-0.7207,0.1724,-0.9567,-9.7500,80.2500,1.1094,no_tremor
46,2159395,-0.7913,0.1910,-0.9595,-10.9062,43.6719,0.1562,no_tremor
47,2159406,-0.7194,0.1766,-0.9568,-12.7812,0.0000,-0.0312,no_tremor
48,2159439,-0.3411,0.0985,-0.9490,-11.6094,-8.7969,1.8906,no_tremor
49,2159450,-0.3452,0.1058,-0.9401,-9.7969,11.7344,1.3438,no_tremor
50,2159461,-0.4219,0.1332,-0.9315,-7.3750,23.3125,2.1719,no_tremor
51,2159473,-0.5171,0.1680,-0.9261,-6.7031,29.6562,0.9375,no_tremor
52,2159484,-0.5803,0.1963,-0.9252,-6.7031,23.6250,0.8906,no_tremor
53,2159495,-0.5873,0.2090,-0.9292,-5.7500,9.7031,1.0156,no_tremor
54,2159500,-0.5752,0.2092,-0.9321,-4.6875,4.4844,0.7812,no_tremor
55,2159505,-0.5571,0.2072,-0.9357,-4.4062,0.3594,0.4062,no_tremor
56,2159510,-0.5354,0.2032,-0.9395,-4.4688,-7.0781,-0.3125,no_tremor
57,2159515,-0.5123,0.1979,-0.9429,-4.6094,-6.3281,-0.5469,no_tremor
58,2159520,-0.4901,0.1885,-0.9465,-5.1250,-5.9844,-0.6406,no_tremor
59,2159525,-0.4623,0.1821,-0.9475,-5.1719,-3.3750,0.0312,no_tremor
60,2159530,-0.4489,0.1761,-0.9471,-5.4375,-0.6719,1.5938,no_tremor
61,2159555,-0.4370,0.1630,-0.9308,-0.9688,1.1719,7.6250,no_tremor
62,2159559,-0.4413,0.1654,-0.9293,0.6250,0.6406,7.2344,no_tremor
63,2159564,-0.4465,0.1696,-0.9294,1.4844,0.6562,6.0156,no_tremor
64,2159569,-0.4528,0.1750,-0.9308,1.9531,2.2500,6.1719,no_tremor
65,2159574,-0.4600,0.1818,-0.9331,1.7812,6.6406,6.7344,no_tremor
66,2159579,-0.4681,0.1890,-0.9359,1.5781,8.2031,6.3906,no_tremor
67,2159584,-0.4769,0.1965,-0.9388,2.2500,8.5781,6.5156,no_tremor
68,2159589,-0.4858,0.2073,-0.9432,3.1094,8.3906,6.5000,no_tremor
69,2159594,-0.4980,0.2136,-0.9458,3.9375,7.9062,6.5312,no_tremor
70,2159604,-0.5083,0.2227,-0.9508,4.4219,3.7344,7.4531,no_tremor
71,2159609,-0.5096,0.2250,-0.9535,4.4844,-2.8438,7.3906,no_tremor
72,2159614,-0.5083,0.2258,-0.9564,4.7969,-6.4531,6.9688,no_tremor
73,2159619,-0.5048,0.2246,-0.9617,5.3906,-9.4219,6.7031,no_tremor
