sample,t_ms,ax,ay,az,gx,gy,gz
53,1895829,-0.0834,-0.0050,-1.0388,4.9688,1.5625,0.3438
53,1895833,-0.0859,-0.0083,-1.0427,4.5469,1.2812,-0.3281
53,1895838,-0.0859,-0.0129,-1.0455,4.8438,1.6562,-0.2812
53,1895843,-0.0840,-0.0155,-1.0485,5.4688,1.0781,-0.3438
53,1895869,-0.0651,-0.0205,-1.0590,5.1562,-2.7031,-3.0156
53,1895874,-0.0636,-0.0201,-1.0597,5.1250,-3.5469,-7.8906
53,1895878,-0.0632,-0.0197,-1.0599,4.3594,-5.1406,-5.4688
53,1895883,-0.0641,-0.0189,-1.0598,5.0000,-4.8750,-5.6875
53,1895888,-0.0664,-0.0179,-1.0596,5.7812,-5.3906,-6.4062
53,1895893,-0.0702,-0.0171,-1.0590,6.4688,-6.0469,-7.6719
53,1895898,-0.0754,-0.0154,-1.0587,7.1250,-4.0000,-7.5625
53,1895903,-0.0864,-0.0143,-1.0586,7.3906,-0.8750,-6.7031
53,1895907,-0.0952,-0.0132,-1.0590,7.4688,1.2500,-6.8750
53,1895912,-0.1051,-0.0121,-1.0596,7.3594,3.2344,-8.4375
53,1895917,-0.1152,-0.0115,-1.0604,7.1406,6.0625,-9.3594
53,1895922,-0.1254,-0.0111,-1.0616,7.3594,7.9531,-10.2500
53,1895927,-0.1349,-0.0114,-1.0631,7.1719,8.0156,-12.2031
53,1895932,-0.1437,-0.0120,-1.0649,7.6719,8.6094,-13.6094
53,1895936,-0.1515,-0.0129,-1.0670,8.6719,9.5625,-14.4375
53,1895941,-0.1580,-0.0142,-1.0707,9.6719,9.7656,-16.0469
53,1895946,-0.1633,-0.0160,-1.0732,10.3281,9.2969,-19.0000
53,1895951,-0.1694,-0.0171,-1.0758,10.6406,8.8281,-21.5781
53,1895956,-0.1729,-0.0181,-1.0781,11.1875,8.6719,-24.2344
53,1895960,-0.1763,-0.0190,-1.0797,11.6094,8.7500,-27.5938
53,1895965,-0.1802,-0.0203,-1.0803,11.7188,9.7656,-30.3438
53,1895992,-0.2211,-0.0358,-1.0586,5.1719,14.6406,-46.3906
53,1895996,-0.2307,-0.0398,-1.0458,4.4844,14.7969,-48.2812
53,1896001,-0.2443,-0.0450,-1.0366,4.2188,14.7188,-49.7188
53,1896006,-0.2518,-0.0474,-1.0273,4.2812,14.4062,-51.7188
53,1896011,-0.2574,-0.0482,-1.0187,4.2812,13.8438,-53.8906
53,1896016,-0.2605,-0.0476,-1.0109,3.9688,12.8906,-57.2344
53,1896021,-0.2605,-0.0457,-1.0043,3.5000,10.5156,-58.3438
53,1896026,-0.2572,-0.0427,-0.9993,4.3906,8.7188,-59.0312
53,1896030,-0.2506,-0.0391,-0.9960,4.4531,7.1875,-60.5469
53,1896035,-0.2411,-0.0352,-0.9946,3.6719,5.8438,-61.9844
53,1896040,-0.2295,-0.0315,-0.9952,2.7188,5.1406,-62.7031
53,1896045,-0.2166,-0.0283,-0.9998,2.7812,4.6406,-63.0156
53,1896049,-0.2031,-0.0248,-1.0048,3.0625,3.5625,-63.4688
53,1896054,-0.1835,-0.0234,-1.0109,2.3750,1.9375,-64.2969
53,1896059,-0.1713,-0.0226,-1.0178,2.0625,-0.3125,-65.9531
53,1896064,-0.1600,-0.0223,-1.0249,2.0625,-2.6875,-68.2812
53,1896069,-0.1497,-0.0221,-1.0319,1.5625,-5.0625,-69.1562
53,1896074,-0.1400,-0.0219,-1.0383,1.1875,-8.1562,-70.9375
53,1896079,-0.1309,-0.0214,-1.0441,0.7188,-9.7031,-73.2031
53,1896084,-0.1223,-0.0203,-1.0509,0.4531,-12.1875,-74.5312
53,1896088,-0.1139,-0.0176,-1.0540,0.4219,-14.7969,-75.1562
53,1896119,-0.0701,0.0055,-1.0471,1.2031,-20.6094,-76.8125
53,1896124,-0.0662,0.0089,-1.0441,0.9531,-21.5156,-77.1094
53,1896129,-0.0623,0.0115,-1.0411,0.3438,-21.9844,-78.2969
53,1896134,-0.0587,0.0129,-1.0367,0.5000,-18.9219,-80.7344
53,1896139,-0.0557,0.0127,-1.0337,1.8125,-14.9219,-81.8438
53,1896144,-0.0531,0.0106,-1.0308,3.5000,-13.2500,-79.1719
53,1896149,-0.0533,0.0073,-1.0282,1.9219,-5.5781,-79.0469
53,1896154,-0.0558,0.0028,-1.0258,0.2656,5.3438,-80.7344
53,1896159,-0.0604,-0.0029,-1.0237,-0.2188,12.5312,-82.0312
53,1896164,-0.0670,-0.0093,-1.0222,-1.2656,11.7344,-83.7344
53,1896168,-0.0745,-0.0159,-1.0215,0.5156,14.5469,-82.6562
53,1896173,-0.0813,-0.0255,-1.0225,4.9844,21.0781,-79.8281
53,1896178,-0.0885,-0.0310,-1.0248,7.2031,29.0000,-77.5000
53,1896183,-0.0909,-0.0354,-1.0284,4.0781,36.2656,-75.5781
53,1896188,-0.0916,-0.0386,-1.0333,-3.5625,37.8594,-77.4688
53,1896193,-0.0898,-0.0404,-1.0394,-7.0000,39.0156,-79.0625
53,1896198,-0.0853,-0.0408,-1.0465,-2.0156,46.3125,-74.4375
53,1896202,-0.0779,-0.0398,-1.0542,1.7812,45.3125,-72.9062
53,1896207,-0.0673,-0.0375,-1.0620,-1.1094,41.1875,-74.3594
53,1896212,-0.0538,-0.0339,-1.0693,-3.0156,37.6250,-74.8594
53,1896238,0.0670,-0.0012,-1.0718,-0.2031,2.7344,-71.9844
53,1896243,0.0881,0.0038,-1.0638,-0.1562,-3.1562,-71.6875
53,1896248,0.1078,0.0083,-1.0553,0.1562,-8.4219,-71.8281
53,1896253,0.1257,0.0127,-1.0474,0.5000,-16.0312,-73.3750
53,1896258,0.1411,0.0171,-1.0411,3.3906,-19.1719,-71.2656
53,1896262,0.1530,0.0217,-1.0377,4.9531,-19.3750,-68.1719
53,1896267,0.1605,0.0270,-1.0375,4.2656,-15.6406,-67.1562
53,1896272,0.1628,0.0330,-1.0408,4.3125,-9.4531,-65.5156
53,1896277,0.1592,0.0426,-1.0513,5.1875,-3.7500,-62.8750
53,1896281,0.1422,0.0492,-1.0610,5.6719,2.2500,-60.8750
53,1896286,0.1243,0.0552,-1.0719,6.4531,9.3906,-58.5781
53,1896291,0.1024,0.0602,-1.0828,7.1406,15.7344,-56.6719
53,1896296,0.0782,0.0636,-1.0923,6.8281,20.7500,-55.5938
53,1896301,0.0538,0.0648,-1.0997,5.6719,30.7969,-53.6562
53,1896306,0.0310,0.0637,-1.1042,4.4219,34.6562,-52.5312
53,1896311,0.0116,0.0603,-1.1053,4.8750,33.5625,-52.5781
53,1896315,-0.0027,0.0548,-1.1034,7.0469,30.8906,-51.2969
53,1896320,-0.0104,0.0476,-1.0948,8.9062,26.6094,-48.0625
53,1896325,-0.0106,0.0345,-1.0862,8.3125,20.4375,-46.8125
53,1896330,0.0032,0.0249,-1.0758,6.5000,13.7812,-48.8125
53,1896335,0.0209,0.0150,-1.0646,5.9531,7.1094,-50.0312
53,1896361,0.1533,-0.0348,-1.0082,2.3125,-22.0938,-47.1562
53,1896365,0.1682,-0.0417,-1.0015,2.0938,-23.4375,-46.4688
53,1896370,0.1775,-0.0475,-0.9967,1.9688,-24.0156,-45.7656
53,1896375,0.1812,-0.0519,-0.9940,2.2031,-22.0781,-44.6406
53,1896380,0.1793,-0.0547,-0.9937,0.7344,-18.4844,-44.0469
53,1896385,0.1729,-0.0554,-0.9955,-1.7812,-14.7969,-45.4531
53,1896389,0.1565,-0.0536,-0.9987,0.7969,-9.6406,-43.7656
53,1896394,0.1429,-0.0500,-1.0029,4.7031,-4.3750,-39.0938
53,1896399,0.1288,-0.0450,-1.0082,5.2031,-0.8281,-35.5938
53,1896404,0.1154,-0.0393,-1.0142,4.0312,3.1875,-32.3750
53,1896409,0.1044,-0.0334,-1.0205,2.3125,9.2188,-27.0625
53,1896419,0.0948,-0.0244,-1.0328,0.3594,11.9062,-21.8281
53,1896423,0.0983,-0.0225,-1.0413,0.0312,12.4531,-18.6719
53,1896428,0.1077,-0.0237,-1.0463,0.4062,12.3438,-14.9219
53,1896433,0.1322,-0.0273,-1.0508,0.9219,11.0000,-10.2969
53,1896438,0.1543,-0.0331,-1.0546,0.1094,8.5625,-6.1094
53,1896443,0.1796,-0.0405,-1.0576,-1.9531,5.8281,-2.3438
53,1896448,0.2067,-0.0493,-1.0597,-3.5625,2.2812,4.0938
53,1896453,0.2341,-0.0590,-1.0610,-0.0781,-5.6250,7.8594
53,1896457,0.2606,-0.0687,-1.0615,-3.5781,-11.8906,12.4062
53,1896483,0.3491,-0.0953,-1.0536,-5.0938,-20.3906,34.0781
53,1896488,0.3474,-0.0896,-1.0520,-4.1562,-15.8125,36.8438
53,1896493,0.3394,-0.0828,-1.0505,-3.2656,-11.0000,38.6875
53,1896498,0.3264,-0.0741,-1.0491,-2.4062,-6.0781,40.3281
53,1896502,0.3093,-0.0641,-1.0475,-1.4531,-1.9219,43.5625
53,1896507,0.2897,-0.0532,-1.0458,-0.1719,0.7031,46.5625
53,1896512,0.2690,-0.0421,-1.0442,0.9531,1.6875,48.2344
53,1896517,0.2494,-0.0311,-1.0430,1.7188,2.3750,50.5781
53,1896522,0.2322,-0.0211,-1.0420,0.7500,3.6875,53.0156
53,1896526,0.2188,-0.0125,-1.0415,0.5312,-1.5000,55.5312
53,1896531,0.2100,-0.0052,-1.0424,1.4688,-21.6719,58.6406
53,1896536,0.2073,0.0024,-1.0439,1.1250,-26.6719,61.8750
53,1896541,0.2142,0.0056,-1.0458,2.2969,-14.7344,64.4531
53,1896546,0.2234,0.0074,-1.0476,1.4531,-14.9219,62.6562
53,1896551,0.2324,0.0082,-1.0496,-1.9219,-15.5000,56.0938
53,1896556,0.2382,0.0085,-1.0516,1.0469,3.8438,58.1250
53,1896561,0.2380,0.0092,-1.0533,7.3125,7.2812,64.9062
53,1896566,0.2308,0.0103,-1.0549,5.7500,7.0469,70.5781
53,1896571,0.2087,0.0140,-1.0549,3.3594,4.8906,75.0000
53,1896576,0.1901,0.0178,-1.0543,2.1094,-1.7500,77.6875
53,1896581,0.1718,0.0222,-1.0535,3.1094,-10.0938,77.9844
53,1896606,0.1189,0.0358,-1.0520,2.5156,-7.0625,79.5469
53,1896611,0.1138,0.0341,-1.0521,5.2500,-9.7500,80.0938
53,1896616,0.1088,0.0315,-1.0522,8.1406,-7.2969,80.1094
53,1896620,0.1038,0.0282,-1.0522,7.5000,-4.7969,78.4375
53,1896625,0.0981,0.0244,-1.0521,7.6094,-2.1250,76.8125
53,1896630,0.0912,0.0186,-1.0520,9.4844,1.1406,79.3594
53,1896635,0.0780,0.0146,-1.0520,8.7969,3.4531,85.1094
53,1896640,0.0675,0.0106,-1.0519,3.2344,3.4062,87.1406
53,1896645,0.0564,0.0066,-1.0520,-1.0781,-0.0938,83.9688
53,1896649,0.0452,0.0028,-1.0526,1.6562,-4.2656,82.4531
53,1896654,0.0344,-0.0006,-1.0537,7.6719,-4.7969,84.7812
53,1896659,0.0247,-0.0035,-1.0549,10.5781,-3.3906,87.7656
53,1896664,0.0155,-0.0057,-1.0563,10.3438,0.0469,88.1250
53,1896669,0.0067,-0.0073,-1.0574,8.2969,3.1094,88.4375
53,1896673,-0.0024,-0.0083,-1.0579,6.1875,3.7812,87.8281
53,1896678,-0.0118,-0.0090,-1.0575,4.7969,3.5938,87.1406
53,1896683,-0.0261,-0.0093,-1.0564,4.7969,3.9844,87.9531
53,1896688,-0.0347,-0.0095,-1.0546,3.7344,3.0625,89.3594
53,1896693,-0.0417,-0.0101,-1.0521,1.5469,-0.3750,89.5469
53,1896698,-0.0465,-0.0111,-1.0492,0.0156,-4.8438,88.7656
53,1896702,-0.0483,-0.0123,-1.0464,-0.2969,-20.9688,88.2188
53,1896729,0.0347,-0.0107,-1.0557,11.7344,-86.8438,73.7344
53,1896734,0.0424,-0.0073,-1.0583,14.4844,-77.7188,74.9062
53,1896739,0.0383,-0.0029,-1.0593,16.1406,-65.8125,73.2188
53,1896744,0.0212,0.0021,-1.0581,17.1562,-57.2656,71.4062
53,1896749,-0.0089,0.0076,-1.0544,16.2344,-45.2500,69.6094
53,1896754,-0.0500,0.0126,-1.0483,14.7344,-35.1250,68.1406
53,1896759,-0.0995,0.0183,-1.0361,13.3906,-30.4531,67.0469
53,1896764,-0.1807,0.0201,-1.0275,13.3125,-25.4062,66.1875
53,1896769,-0.2340,0.0201,-1.0193,13.4062,-16.7031,65.7188
53,1896774,-0.2827,0.0182,-1.0125,11.0000,-9.7188,63.9531
53,1896778,-0.3245,0.0145,-1.0074,7.5625,-6.6094,59.2969
53,1896783,-0.3577,0.0096,-1.0048,6.5938,-3.1406,57.6094
53,1896788,-0.3812,0.0040,-1.0043,7.8750,-2.3438,57.1562
53,1896793,-0.3948,-0.0018,-1.0076,7.9688,-3.2500,56.2031
53,1896798,-0.3977,-0.0103,-1.0117,7.4062,-6.4844,54.6875
53,1896803,-0.3893,-0.0154,-1.0168,7.2656,-11.6094,53.1250
53,1896808,-0.3741,-0.0200,-1.0226,6.5312,-15.8281,50.1406
53,1896813,-0.3542,-0.0242,-1.0282,6.3750,-20.0938,46.8750
53,1896817,-0.3317,-0.0282,-1.0334,6.5938,-24.9531,43.2344
53,1896822,-0.3085,-0.0321,-1.0376,5.6562,-29.3281,40.4062
53,1896827,-0.2865,-0.0358,-1.0403,4.1406,-31.8125,37.0000
53,1896853,-0.2452,-0.0540,-1.0245,5.4375,-29.6250,23.1719
53,1896858,-0.2617,-0.0570,-1.0181,5.4844,-26.0781,21.9375
53,1896863,-0.2775,-0.0601,-1.0114,4.5156,-21.9219,19.8281
53,1896867,-0.2958,-0.0634,-1.0049,4.7031,-18.8594,17.4062
53,1896872,-0.3153,-0.0669,-0.9989,4.1406,-15.1250,15.3125
53,1896877,-0.3348,-0.0706,-0.9935,1.9062,-10.3281,12.9844
53,1896882,-0.3530,-0.0745,-0.9893,-0.2031,-4.8750,10.2812
53,1896887,-0.3691,-0.0785,-0.9861,-0.7812,-2.7031,8.5625
53,1896892,-0.3820,-0.0825,-0.9839,-1.1562,-1.0469,8.1094
53,1896897,-0.3907,-0.0881,-0.9827,-3.5000,0.4062,5.7656
53,1896902,-0.3960,-0.0914,-0.9830,-5.9062,1.9062,2.0469
53,1896906,-0.3942,-0.0940,-0.9841,-6.5625,2.6719,0.5000
53,1896911,-0.3888,-0.0958,-0.9857,-4.9531,2.8438,0.3438
53,1896916,-0.3806,-0.0967,-0.9875,-3.9062,3.4531,-2.7812
53,1896921,-0.3701,-0.0966,-0.9897,-5.0938,4.1250,-6.5781
53,1896926,-0.3583,-0.0952,-0.9922,-5.1094,2.7344,-8.1562
53,1896931,-0.3455,-0.0928,-0.9949,-4.2969,1.8750,-7.0938
53,1896935,-0.3322,-0.0896,-0.9979,-5.3906,2.0156,-6.9375
53,1896940,-0.3184,-0.0857,-1.0034,-7.2969,2.0938,-9.1719
53,1896945,-0.3047,-0.0791,-1.0078,-7.5938,2.5312,-12.3281
53,1896950,-0.2848,-0.0746,-1.0129,-5.7656,4.3438,-13.5469
53,1896975,-0.2399,-0.0494,-1.0413,-2.2656,25.0781,-12.5000
53,1896980,-0.2365,-0.0458,-1.0444,-2.8750,25.7969,-12.4688
53,1896985,-0.2330,-0.0426,-1.0468,-4.8594,27.6250,-12.1875
53,1896990,-0.2288,-0.0403,-1.0482,-5.8281,28.5312,-12.0156
53,1896995,-0.2230,-0.0387,-1.0488,-4.8750,26.6250,-11.4062
53,1897000,-0.2152,-0.0377,-1.0487,-5.1875,24.7969,-11.3125
53,1897004,-0.2051,-0.0372,-1.0475,-5.5000,23.4844,-11.8281
53,1897009,-0.1616,-0.0371,-1.0459,-4.6406,22.1250,-11.9375
53,1897014,-0.1716,-0.0371,-1.0439,-4.4688,21.0000,-12.0312
53,1897019,-0.1566,-0.0371,-1.0417,-5.1406,19.7188,-12.7031
53,1897024,-0.1421,-0.0370,-1.0393,-5.6406,18.7812,-14.0312
53,1897028,-0.1287,-0.0369,-1.0369,-5.4531,18.3281,-15.2344
53,1897033,-0.1172,-0.0366,-1.0347,-5.4062,17.9375,-15.1562
53,1897038,-0.1082,-0.0365,-1.0327,-6.3281,18.1406,-14.6250
53,1897043,-0.1017,-0.0361,-1.0315,-5.7656,18.3750,-13.7344
53,1897048,-0.0979,-0.0358,-1.0310,-5.6875,18.2344,-13.6094
53,1897052,-0.0964,-0.0353,-1.0314,-5.9219,18.9844,-13.7500
53,1897057,-0.0970,-0.0344,-1.0338,-5.6250,21.0781,-12.6094
53,1897062,-0.0991,-0.0328,-1.0361,-5.7656,22.9062,-11.1406
53,1897067,-0.1040,-0.0314,-1.0391,-6.6875,23.8281,-10.0625
53,1897071,-0.1075,-0.0297,-1.0420,-7.6562,24.7812,-9.5625
53,1897097,-0.1058,-0.0211,-1.0530,-4.8281,20.6406,-8.0156
53,1897101,-0.0990,-0.0204,-1.0540,-5.1719,17.2969,-7.6875
53,1897106,-0.0903,-0.0199,-1.0549,-5.2031,13.0000,-6.8750
53,1897111,-0.0800,-0.0198,-1.0562,-4.4219,9.8281,-6.6562
53,1897116,-0.0686,-0.0199,-1.0577,-4.7188,7.0781,-7.5000
53,1897120,-0.0568,-0.0203,-1.0597,-5.9062,4.0781,-7.4062
53,1897125,-0.0453,-0.0206,-1.0621,-5.2500,0.4688,-6.5469
53,1897130,-0.0347,-0.0209,-1.0648,-4.0625,-1.3125,-6.4062
53,1897135,-0.0259,-0.0204,-1.0695,-2.3750,-2.2656,-6.1250
53,1897140,-0.0175,-0.0193,-1.0728,-0.6562,-2.1094,-6.0469
53,1897145,-0.0155,-0.0175,-1.0759,-0.1250,-0.9531,-5.2812
53,1897150,-0.0168,-0.0153,-1.0789,0.1875,0.8125,-4.1875
53,1897155,-0.0212,-0.0126,-1.0813,1.6406,3.5312,-4.0156
53,1897160,-0.0283,-0.0099,-1.0830,2.2656,5.6094,-2.8750
53,1897165,-0.0375,-0.0074,-1.0842,2.6875,8.1562,-1.8906
53,1897170,-0.0479,-0.0051,-1.0837,3.5156,9.7812,-1.7656
53,1897175,-0.0636,-0.0048,-1.0824,3.4688,10.0938,-1.4844
53,1897180,-0.0728,-0.0054,-1.0803,2.9844,9.8750,-0.9062
53,1897185,-0.0797,-0.0071,-1.0776,3.0625,4.9375,0.0938
53,1897190,-0.0840,-0.0098,-1.0745,3.1562,4.9844,-0.0469
53,1897195,-0.0850,-0.0132,-1.0710,2.7656,2.1719,0.2656
53,1897220,-0.0481,-0.0364,-1.0557,3.6875,-10.2812,0.2031
53,1897224,-0.0404,-0.0391,-1.0541,3.5781,-10.4688,0.2656
53,1897229,-0.0348,-0.0413,-1.0524,3.2500,-10.2344,0.4688
53,1897234,-0.0315,-0.0415,-1.0516,3.4844,-9.0625,0.5938
53,1897239,-0.0333,-0.0406,-1.0509,3.8594,-6.7188,0.6250
53,1897244,-0.0386,-0.0391,-1.0503,4.4844,-4.1250,0.5469
53,1897249,-0.0468,-0.0369,-1.0494,4.5625,2.7188,1.1719
53,1897254,-0.0575,-0.0343,-1.0486,4.2031,1.9219,1.4688
53,1897259,-0.0698,-0.0316,-1.0474,4.4375,2.8125,1.4688
53,1897264,-0.0825,-0.0291,-1.0453,3.8125,2.6406,1.9688
53,1897269,-0.0995,-0.0259,-1.0439,2.6562,1.2031,2.5312
53,1897273,-0.1077,-0.0247,-1.0425,2.3750,-0.6094,2.1406
53,1897278,-0.1127,-0.0240,-1.0410,3.0625,-0.9844,1.6250
53,1897283,-0.1138,-0.0243,-1.0387,3.4531,9.9375,1.6719
53,1897288,-0.1113,-0.0254,-1.0347,3.9219,20.4062,4.5938
53,1897293,-0.1066,-0.0277,-1.0300,-2.1875,-13.9688,2.0312
53,1897298,-0.1013,-0.0310,-1.0261,-3.2812,-21.8438,-3.1406
53,1897303,-0.0963,-0.0344,-1.0238,1.1719,-12.4531,-4.3594
53,1897312,-0.0850,-0.0393,-1.0270,4.6094,-13.0312,1.0000
53,1897317,-0.0815,-0.0394,-1.0316,1.8906,-15.9219,-0.2656
54,1899805,0.0724,-0.0581,-1.0441,1.9844,-7.7188,-5.0312
54,1899810,0.0720,-0.0594,-1.0493,2.4688,1.0469,-4.3594
54,1899815,0.0676,-0.0613,-1.0540,2.5469,5.5781,-3.5000
54,1899820,0.0596,-0.0636,-1.0593,2.5000,8.2656,-2.3906
54,1899824,0.0487,-0.0646,-1.0616,2.1562,9.1562,-1.8750
54,1899829,0.0309,-0.0652,-1.0630,1.6562,8.9844,-2.5156
54,1899834,0.0204,-0.0653,-1.0637,1.3750,7.7812,-2.6406
54,1899839,0.0129,-0.0651,-1.0640,0.9844,5.0000,-2.3281
54,1899844,0.0096,-0.0646,-1.0640,1.0938,1.0938,-2.6875
54,1899848,0.0110,-0.0638,-1.0640,1.8750,-6.9531,-2.2188
54,1899858,0.0265,-0.0615,-1.0636,2.7344,-11.4688,-0.8906
54,1899863,0.0391,-0.0599,-1.0630,2.9062,-13.1406,-1.1250
54,1899867,0.0529,-0.0581,-1.0618,3.0156,-13.5781,-1.3281
54,1899872,0.0667,-0.0562,-1.0598,3.4375,-13.3438,-0.4375
54,1899877,0.0787,-0.0541,-1.0554,3.8438,-12.1562,0.7812
54,1899882,0.0881,-0.0515,-1.0518,4.0938,-9.6094,2.0625
54,1899887,0.0957,-0.0504,-1.0481,3.7969,-7.5469,2.5156
54,1899891,0.0961,-0.0500,-1.0446,3.8438,-6.9219,1.9844
54,1899896,0.0928,-0.0505,-1.0417,4.4844,-5.4219,1.9688
54,1899921,0.0482,-0.0664,-1.0437,3.0781,-4.4219,3.5156
54,1899926,0.0425,-0.0708,-1.0461,2.7656,-5.2969,3.1094
54,1899931,0.0386,-0.0753,-1.0486,2.4375,-6.4062,2.5000
54,1899941,0.0358,-0.0840,-1.0511,2.5625,-8.4844,4.3125
54,1899945,0.0361,-0.0879,-1.0508,1.6719,-8.7031,4.7812
54,1899950,0.0371,-0.0912,-1.0493,1.1250,-9.7969,5.3125
54,1899955,0.0386,-0.1250,-1.0449,0.7344,-10.9375,6.0156
54,1899960,0.0402,-0.0958,-1.0411,0.2500,-12.1250,6.7969
54,1899964,0.0422,-0.0958,-1.0371,-0.0781,-14.1562,7.6250
54,1899969,0.0461,-0.0945,-1.0334,0.0781,-17.1562,8.0000
54,1899974,0.0494,-0.0917,-1.0303,0.3906,-19.4844,8.0781
54,1899979,0.0531,-0.0876,-1.0280,0.6250,-20.3906,7.7969
54,1899983,0.0569,-0.0824,-1.0266,0.3438,-21.0625,7.5938
54,1899988,0.0601,-0.0764,-1.0261,0.2500,-21.3750,8.0781
54,1899993,0.0623,-0.0698,-1.0265,0.6406,-23.4531,9.4844
54,1899998,0.0634,-0.0632,-1.0276,1.8906,-25.9375,10.6875
54,1900003,0.0637,-0.0573,-1.0304,1.9062,-26.8438,11.7344
54,1900008,0.0636,-0.0499,-1.0326,1.0156,-29.8281,12.0156
54,1900013,0.0635,-0.0469,-1.0347,-0.2656,-36.2656,10.6562
54,1900017,0.0636,-0.0453,-1.0363,-1.7188,-42.9688,8.1719
54,1900043,0.0728,-0.0542,-1.0289,-4.1719,-93.5938,3.1875
54,1900048,0.0742,-0.0562,-1.0248,-6.0000,-117.5312,3.6250
54,1900053,0.0752,-0.0577,-1.0205,-7.1562,-137.0625,4.0625
54,1900058,0.0757,-0.0599,-1.0150,-8.7812,-151.8281,1.7969
54,1900063,0.0746,-0.0616,-1.0125,-8.4375,-161.2500,-3.1250
54,1900068,0.0709,-0.0638,-1.0107,-5.1094,-167.5312,-9.5312
54,1900073,0.0625,-0.0667,-1.0096,-0.6562,-167.8750,-16.3438
54,1900078,0.0464,-0.0698,-1.0087,4.2344,-159.7812,-24.5156
54,1900083,0.0195,-0.0737,-1.0070,8.7812,-135.6406,-28.8594
54,1900087,-0.0205,-0.0782,-1.0040,12.3594,-111.7188,-32.4375
54,1900092,-0.0757,-0.0836,-0.9993,9.7812,-82.8281,-35.6875
54,1900098,-0.1871,-0.0946,-0.9874,4.1250,-52.8438,-37.7812
54,1900102,-0.2784,-0.1047,-0.9758,-1.9531,-22.1562,-39.3438
54,1900107,-0.3798,-0.1178,-0.9612,-6.7812,9.5000,-41.2500
54,1900112,-0.4865,-0.1340,-0.9442,-11.5781,39.7500,-44.0469
54,1900117,-0.5933,-0.1528,-0.9263,-16.2188,80.3281,-51.0469
54,1900122,-0.6947,-0.1733,-0.9094,-19.4219,105.8125,-55.5469
54,1900127,-0.7858,-0.1936,-0.8956,-19.9531,130.3594,-59.5000
54,1900132,-0.8628,-0.2427,-0.8848,-19.2969,155.0625,-63.8438
54,1900136,-0.9551,-0.2296,-0.8855,-17.7656,180.9531,-67.5781
54,1900141,-0.9847,-0.2335,-0.8927,-16.1250,204.5781,-71.3125
54,1900169,-0.9210,-0.1246,-1.0215,-14.9844,227.5625,-97.8125
54,1900174,-0.8640,-0.0969,-1.0449,-14.2656,209.6406,-99.6250
54,1900179,-0.7932,-0.0707,-1.0656,-13.3906,190.1094,-101.8594
54,1900183,-0.7096,-0.0468,-1.0825,-10.9062,169.3906,-104.9844
54,1900188,-0.6160,-0.0260,-1.0950,-7.2500,137.0625,-108.6094
54,1900193,-0.5159,-0.0083,-1.1023,-4.3438,121.9375,-112.3594
54,1900198,-0.4138,0.0065,-1.1040,1.0469,105.0625,-116.6875
54,1900202,-0.3146,0.0188,-1.0999,5.5312,90.0000,-120.4531
54,1900207,-0.2223,0.0293,-1.0903,8.1875,77.7031,-123.0938
54,1900212,-0.1409,0.0421,-1.0670,8.9531,68.6562,-125.2969
54,1900217,-0.0448,0.0491,-1.0474,9.3281,62.8750,-127.6562
54,1900222,-0.0007,0.0547,-1.0260,10.1094,61.3281,-130.6250
54,1900227,0.0262,0.0590,-1.0044,10.2188,68.7031,-133.9531
54,1900231,0.0358,0.0615,-0.9838,7.0156,86.4531,-134.5000
54,1900236,0.0287,0.0626,-0.9653,1.1094,107.1875,-136.6562
54,1900241,0.0074,0.0626,-0.9498,3.4219,117.3906,-144.7344
54,1900246,-0.0239,0.0621,-0.9381,3.6094,121.3438,-150.8438
54,1900251,-0.0592,0.0621,-0.9307,6.1406,118.1406,-151.3281
54,1900256,-0.0911,0.0636,-0.9280,12.2344,114.3281,-147.1406
54,1900260,-0.1127,0.0676,-0.9337,20.9688,106.7188,-139.6250
54,1900265,-0.1185,0.0789,-0.9437,21.7031,95.1875,-132.6250
54,1900292,0.2014,0.1511,-1.0323,29.6875,26.2031,-135.4531
54,1900297,0.2782,0.1647,-1.0476,33.7188,23.0156,-128.0156
54,1900302,0.3455,0.1768,-1.0651,33.2188,26.5156,-127.5938
54,1900306,0.4293,0.1906,-1.0724,29.5312,35.4688,-132.6094
54,1900311,0.4432,0.1957,-1.0757,27.8438,46.8125,-135.3438
54,1900316,0.4501,0.1973,-1.0751,29.9375,60.3594,-132.6094
54,1900321,0.4408,0.1951,-1.0707,31.1250,75.2969,-129.5000
54,1900326,0.4194,0.1897,-1.0631,29.7344,88.0156,-128.6094
54,1900331,0.3915,0.1816,-1.0529,29.3594,98.2500,-127.0625
54,1900340,0.3385,0.1606,-1.0260,33.6094,99.9062,-121.2188
54,1900345,0.3240,0.1487,-1.0022,34.5625,101.4219,-116.4219
54,1900350,0.3228,0.1301,-0.9861,33.9844,102.1562,-110.1406
54,1900355,0.3499,0.1174,-0.9708,31.2344,99.7812,-105.4375
54,1900360,0.3875,0.1047,-0.9570,29.2500,94.8594,-102.0156
54,1900365,0.4386,0.0922,-0.9451,29.3750,87.5469,-97.3438
54,1900369,0.5001,0.0801,-0.9352,30.5781,77.9844,-88.2969
54,1900379,0.6372,0.0583,-0.9209,33.7656,53.4688,-82.4844
54,1900384,0.7040,0.0499,-0.9161,35.5781,47.6250,-77.5000
