sample,t_ms,ax,ay,az,gx,gy,gz
1,1587450,-0.1201,-0.1072,-1.0380,0.9219,-7.5312,0.2188
1,1587454,-0.1235,-0.1069,-1.0398,1.1250,-6.2188,0.0312
1,1587459,-0.1273,-0.1066,-1.0415,1.4219,-4.4844,-0.7344
1,1587464,-0.1321,-0.1061,-1.0428,1.3594,-3.1094,-0.8750
1,1587469,-0.1375,-0.1056,-1.0441,1.5781,-1.5000,0.1094
1,1587474,-0.1433,-0.1049,-1.0450,2.0312,1.2969,-0.1250
1,1587483,-0.1549,-0.1033,-1.0469,3.3594,4.0000,1.1250
1,1587489,-0.1622,-0.1022,-1.0476,4.1094,3.8750,1.1719
1,1587494,-0.1659,-0.1017,-1.0476,3.9219,3.0469,0.9531
1,1587498,-0.1680,-0.1014,-1.0470,3.7188,2.5938,0.7812
1,1587503,-0.1683,-0.1016,-1.0458,3.8281,2.0000,0.6562
1,1587528,-0.1495,-0.1088,-1.0315,3.2812,-2.6094,-0.0625
1,1587532,-0.1422,-0.1104,-1.0293,3.2656,-2.1719,-0.1094
1,1587537,-0.1384,-0.1118,-1.0277,2.8750,-1.8750,-0.0469
1,1587547,-0.1348,-0.1136,-1.0265,2.1250,-2.4062,3.9688
1,1587552,-0.1349,-0.1140,-1.0267,2.3594,-1.6094,0.1094
1,1587563,-0.1389,-0.1141,-1.0280,2.8125,-0.9844,0.2344
1,1587574,-0.1449,-0.1134,-1.0289,2.6406,0.7344,-0.3281
1,1587585,-0.1498,-0.1123,-1.0298,1.6250,0.9531,-0.1562
1,1587596,-0.1523,-0.1111,-1.0308,2.1875,1.4688,0.2188
1,1587608,-0.1532,-0.1104,-1.0317,1.6875,-0.3906,-0.8750
1,1587619,-0.1517,-0.1105,-1.0320,1.4375,-0.2188,-1.0938
1,1587630,-0.1478,-0.1117,-1.0304,1.9688,-2.4531,-0.2656
1,1587662,-0.1346,-0.1183,-1.0229,0.0938,-1.7656,-0.0625
1,1587673,-0.1376,-0.1185,-1.0243,0.4844,-1.8594,-0.4844
1,1587684,-0.1454,-0.1160,-1.0277,0.6406,0.0938,-0.0938
1,1587695,-0.1523,-0.1115,-1.0312,1.0312,0.3594,0.4219
1,1587718,-0.1578,-0.1039,-1.0374,2.5000,0.1406,-0.6250
1,1587729,-0.1534,-0.1027,-1.0406,2.6562,0.1250,0.4219
1,1587741,-0.1487,-0.1021,-1.0446,3.2656,0.5469,-0.2656
1,1587752,-0.1456,-0.1017,-1.0469,4.1875,-1.1094,-0.5000
1,1587784,-0.1442,-0.1028,-1.0432,4.9062,-2.0000,1.0625
1,1587795,-0.1434,-0.1053,-1.0400,4.5156,-2.3750,0.6406
1,1587806,-0.1423,-0.1079,-1.0367,4.6562,-1.9531,0.6562
1,1587817,-0.1420,-0.1099,-1.0337,4.8125,-2.2344,1.6094
1,1587828,-0.1427,-0.1112,-1.0305,5.3906,-1.7656,2.8125
1,1587840,-0.1443,-0.1122,-1.0273,4.8906,-1.7188,2.3281
1,1587851,-0.1462,-0.1134,-1.0260,5.0469,-2.2500,3.0000
1,1587904,-0.1525,-0.1204,-1.0326,4.0000,-2.2188,1.9688
1,1587915,-0.1534,-0.1204,-1.0292,4.4062,-0.9375,1.5156
1,1587926,-0.1558,-0.1183,-1.0254,4.0469,-0.3125,1.9844
1,1587938,-0.1595,-0.1155,-1.0239,3.7812,-0.5312,1.8125
1,1587949,-0.1628,-0.1135,-1.0240,2.9062,-0.5156,1.3125
1,1587960,-0.1638,-0.1135,-1.0244,3.6406,-2.1406,0.8438
1,1587971,-0.1620,-0.1160,-1.0243,2.7812,-1.8594,0.6719
1,1587994,-0.1569,-0.1246,-1.0244,2.0625,-1.8906,-1.0781
1,1588024,-0.1654,-0.1272,-1.0255,2.6250,0.2969,-1.3125
1,1588035,-0.1676,-0.1250,-1.0243,1.4531,0.3281,-1.6094
1,1588047,-0.1678,-0.1221,-1.0243,1.6875,-0.5781,-0.9062
1,1588058,-0.1666,-0.1198,-1.0251,2.0156,-0.2188,-0.0781
1,1588069,-0.1641,-0.1173,-1.0255,1.9062,-1.5469,-0.7500
1,1588080,-0.1602,-0.1157,-1.0249,2.5312,-2.3906,0.0469
1,1588092,-0.1554,-0.1147,-1.0243,2.8281,-3.5781,1.5156
1,1588103,-0.1519,-0.1145,-1.0254,2.8594,-2.7812,2.5312
1,1588114,-0.1506,-0.1158,-1.0273,2.4531,-2.2188,3.3594
1,1588125,-0.1504,-0.1189,-1.0291,2.7969,-2.8594,2.0625
1,1588156,-0.1475,-0.1305,-1.0331,2.0781,-3.2188,2.2500
1,1588167,-0.1479,-0.1322,-1.0328,3.0625,-2.5312,3.2188
1,1588179,-0.1523,-0.1296,-1.0330,2.1562,-2.1875,3.4375
1,1588190,-0.1583,-0.1233,-1.0338,3.7188,-2.9531,2.4688
1,1588201,-0.1622,-0.1156,-1.0349,3.1875,-3.6562,2.4062
1,1588212,-0.1635,-0.1094,-1.0349,4.2812,-2.9844,2.6719
1,1588224,-0.1639,-0.1061,-1.0325,4.5625,-2.3906,2.9531
1,1588235,-0.1646,-0.1063,-1.0284,4.0625,-1.7500,2.3594
1,1588246,-0.1660,-0.1088,-1.0260,4.5938,-0.9375,2.2969
1,1588277,-0.1713,-0.1235,-1.0311,4.4375,-1.6094,1.2344
1,1588288,-0.1705,-0.1279,-1.0325,4.3906,-1.3750,1.7969
1,1588299,-0.1696,-0.1302,-1.0311,4.8281,-0.7031,2.0625
1,1588310,-0.1696,-0.1307,-1.0284,4.5625,-0.4844,1.8906
1,1588321,-0.1719,-0.1290,-1.0245,4.5781,0.9531,1.8125
1,1588332,-0.1763,-0.1262,-1.0212,4.5938,0.6250,0.6406
1,1588344,-0.1805,-0.1240,-1.0197,3.7969,1.3438,0.5156
1,1588366,-0.1818,-0.1249,-1.0204,4.0781,0.7656,-0.0312
1,1588377,-0.1794,-0.1276,-1.0206,3.3906,0.5469,-0.5000
1,1588408,-0.1742,-0.1335,-1.0187,1.4219,1.2344,-0.4219
1,1588420,-0.1713,-0.1338,-1.0183,0.7188,0.8281,-0.0156
1,1588431,-0.1680,-0.1331,-1.0178,2.2031,1.2031,-0.6875
1,1588442,-0.1652,-0.1315,-1.0168,0.5312,0.8594,-0.5625
1,1588453,-0.1626,-0.1299,-1.0161,0.7031,0.2656,-1.2188
1,1588464,-0.1608,-0.1292,-1.0173,0.1406,-0.2969,-1.6562
1,1588475,-0.1603,-0.1294,-1.0198,0.5000,-0.6406,-1.5469
1,1588487,-0.1624,-0.1304,-1.0238,0.8906,0.4844,-1.2969
1,1588498,-0.1659,-0.1311,-1.0266,0.7344,0.4375,-2.2969
1,1588529,-0.1665,-0.1290,-1.0280,0.8125,0.5469,-1.7812
1,1588540,-0.1644,-0.1276,-1.0287,1.7031,0.0312,-1.5000
1,1588551,-0.1622,-0.1256,-1.0298,1.4219,0.1875,-1.0938
1,1588562,-0.1605,-0.1239,-1.0311,1.6250,0.2969,-0.8438
1,1588574,-0.1586,-0.1229,-1.0319,1.5156,-0.4844,-0.8281
1,1588585,-0.1560,-0.1229,-1.0316,1.0469,-0.6250,-1.6562
1,1588596,-0.1536,-0.1237,-1.0309,2.4688,-0.7812,-0.6094
1,1588607,-0.1528,-0.1249,-1.0299,2.1875,-1.6094,-0.3125
1,1588619,-0.1532,-0.1263,-1.0288,1.1875,-1.6406,-0.5625
1,1588649,-0.1571,-0.1267,-1.0277,2.0469,-0.9531,-0.3594
1,1588660,-0.1616,-0.1255,-1.0282,1.8906,-2.2656,-0.2812
1,1588672,-0.1658,-0.1245,-1.0291,1.6562,-0.6562,-0.6875
1,1588683,-0.1686,-0.1243,-1.0295,2.7188,-1.1562,0.0469
1,1588694,-0.1696,-0.1244,-1.0293,2.5156,-1.1406,-0.8438
1,1588705,-0.1694,-0.1244,-1.0288,2.0312,-1.0938,-0.1562
1,1588717,-0.1693,-0.1243,-1.0286,2.0469,0.2344,0.1094
1,1588728,-0.1700,-0.1244,-1.0278,2.5625,0.2500,-0.5781
1,1588750,-0.1722,-0.1261,-1.0222,2.0156,-0.1094,0.0000
1,1588781,-0.1748,-0.1272,-1.0220,3.6094,1.7656,-0.5625
1,1588792,-0.1754,-0.1262,-1.0278,4.2500,1.6719,-1.7969
1,1588803,-0.1740,-0.1252,-1.0358,3.3125,2.7969,-1.0938
1,1588814,-0.1699,-0.1249,-1.0398,4.1719,1.0781,-0.0938
1,1588826,-0.1632,-0.1246,-1.0374,4.4219,0.7188,-0.6875
1,1588837,-0.1562,-0.1246,-1.0305,3.4062,-0.4062,0.1406
1,1588848,-0.1526,-0.1250,-1.0247,3.7188,0.2812,-0.1562
1,1588860,-0.1537,-0.1261,-1.0233,3.9062,0.4688,0.4688
1,1588871,-0.1578,-0.1279,-1.0256,3.9531,-0.2500,0.3125
1,1588902,-0.1639,-0.1323,-1.0283,3.4375,-1.7812,0.1250
1,1588914,-0.1635,-0.1332,-1.0251,2.7188,0.2344,-0.1250
1,1588925,-0.1630,-0.1344,-1.0214,2.9844,-1.3125,0.0312
1,1588936,-0.1631,-0.1359,-1.0186,3.1094,-1.2188,-0.1562
1,1588947,-0.1644,-0.1373,-1.0171,1.1094,-0.5938,-0.3125
1,1588959,-0.1670,-0.1382,-1.0162,1.5781,-0.7812,-1.1406
1,1588970,-0.1693,-0.1381,-1.0161,1.3125,-0.9375,-0.5781
1,1588981,-0.1705,-0.1375,-1.0168,1.1250,-1.0938,-0.6719
1,1589023,-0.1710,-0.1318,-1.0199,0.6719,0.0469,-1.7500
1,1589035,-0.1730,-0.1302,-1.0221,0.5312,0.8906,-2.0469
1,1589046,-0.1742,-0.1296,-1.0244,0.5312,1.0781,-1.6562
1,1589057,-0.1736,-0.1301,-1.0260,-0.0156,1.8906,-1.4375
1,1589068,-0.1722,-0.1307,-1.0261,0.9219,2.2500,-1.4062
1,1589079,-0.1699,-0.1313,-1.0255,1.0938,1.9219,-1.4375
1,1589090,-0.1676,-0.1315,-1.0254,0.5000,0.6875,-1.8594
1,1589102,-0.1647,-0.1311,-1.0266,0.5469,1.5781,-1.7344
1,1589113,-0.1614,-0.1302,-1.0292,1.3906,0.1406,-1.2500
1,1589143,-0.1539,-0.1265,-1.0336,1.1094,-0.6250,-0.0781
1,1589154,-0.1528,-0.1257,-1.0331,2.2812,-0.2031,-1.0156
1,1589165,-0.1536,-0.1256,-1.0317,2.0938,-0.7656,0.0625
1,1589177,-0.1553,-0.1263,-1.0299,1.9531,-1.5938,0.0938
1,1589188,-0.1570,-0.1279,-1.0281,2.1094,-1.2969,-0.2500
1,1589199,-0.1581,-0.1299,-1.0271,2.2188,-1.9844,-0.0312
1,1589211,-0.1597,-0.1316,-1.0269,2.0938,-1.4531,0.2969
1,1589222,-0.1614,-0.1321,-1.0265,2.3125,-1.5312,-0.4219
1,1589234,-0.1632,-0.1312,-1.0256,2.0312,-0.6562,0.5156
1,1589265,-0.1693,-0.1285,-1.0210,1.4219,0.8594,-1.2031
1,1589276,-0.1725,-0.1294,-1.0199,1.4375,0.3906,0.1094
1,1589287,-0.1750,-0.1312,-1.0197,0.8594,-0.2188,-1.6875
1,1589299,-0.1754,-0.1331,-1.0206,0.8750,0.7344,-1.5469
1,1589310,-0.1746,-0.1340,-1.0227,1.4375,1.0000,-1.8906
1,1589321,-0.1737,-0.1338,-1.0245,0.7812,1.0469,-2.0469
1,1589332,-0.1722,-0.1320,-1.0251,1.1562,1.0469,-2.3438
1,1589343,-0.1708,-0.1293,-1.0249,1.2812,1.8594,-1.4062
1,1589354,-0.1700,-0.1267,-1.0248,1.7031,2.3281,-1.8438
1,1589365,-0.1696,-0.1250,-1.0255,1.4531,2.4844,-1.5312
1,1589396,-0.1624,-0.1270,-1.0280,1.3750,-0.2188,-1.8281
1,1589407,-0.1588,-0.1289,-1.0275,1.4688,-1.1094,-1.2656
1,1589418,-0.1564,-0.1305,-1.0267,1.2656,-0.3750,-1.3594
1,1589430,-0.1559,-0.1315,-1.0270,1.5156,-1.2500,-0.8438
1,1589441,-0.1573,-0.1316,-1.0280,1.1875,-0.5469,-2.1562
1,1589452,-0.1597,-0.1309,-1.0287,1.6719,0.6719,-0.8125
1,1589463,-0.1613,-0.1292,-1.0295,1.4688,0.2969,-0.9219
1,1589474,-0.1619,-0.1279,-1.0298,1.9688,-0.7812,-0.7031
1,1589486,-0.1605,-0.1272,-1.0280,1.0625,-1.5312,-0.8438
1,1589517,-0.1570,-0.1289,-1.0203,0.7344,-1.6875,-0.2656
1,1589528,-0.1598,-0.1304,-1.0204,1.4844,-0.1875,-0.1250
1,1589539,-0.1630,-0.1315,-1.0228,0.9531,0.0156,-0.5156
1,1589550,-0.1671,-0.1317,-1.0258,1.0312,0.6406,-0.3438
1,1589561,-0.1705,-0.1309,-1.0289,1.9375,1.2344,-1.1406
1,1589572,-0.1721,-0.1289,-1.0300,2.1406,0.5625,-1.5781
1,1589584,-0.1713,-0.1268,-1.0293,2.2188,1.4531,-1.1562
1,1589595,-0.1685,-0.1257,-1.0283,1.6406,-0.2031,-0.4688
1,1589606,-0.1644,-0.1257,-1.0278,1.7500,-0.2344,-0.8750
1,1589617,-0.1613,-0.1266,-1.0280,1.8750,-1.1406,-1.2812
1,1589647,-0.1573,-0.1277,-1.0280,1.9688,-0.7500,-0.4219
1,1589658,-0.1573,-0.1272,-1.0271,1.8750,-0.2031,-0.2812
1,1589670,-0.1571,-0.1272,-1.0265,1.5312,-1.0625,-0.8594
1,1589681,-0.1570,-0.1277,-1.0266,1.3125,-1.4062,-0.3594
1,1589692,-0.1570,-0.1281,-1.0266,1.6250,-1.8281,0.1250
1,1589703,-0.1577,-0.1281,-1.0264,1.2969,-1.5469,-0.5938
1,1589715,-0.1598,-0.1279,-1.0261,0.9531,-1.0156,-0.4219
1,1589726,-0.1630,-0.1281,-1.0262,1.4844,-1.2500,0.0312
1,1589737,-0.1665,-0.1285,-1.0266,1.7344,-1.1406,0.0000
1,1589748,-0.1697,-0.1288,-1.0271,2.0625,-0.7969,-0.6406
1,1589779,-0.1731,-0.1265,-1.0266,2.1562,0.7188,-0.5000
1,1589790,-0.1732,-0.1265,-1.0261,1.9531,0.0156,-1.0469
1,1589802,-0.1735,-0.1267,-1.0261,1.8281,1.8594,-0.6719
1,1589824,-0.1714,-0.1283,-1.0238,2.4062,0.3750,-0.1719
1,1589835,-0.1698,-0.1293,-1.0228,1.5312,1.8125,-1.1406
1,1589846,-0.1678,-0.1298,-1.0236,2.0000,0.4062,-1.5312
1,1589857,-0.1658,-0.1293,-1.0260,1.4375,0.7031,-1.9688
1,1589869,-0.1632,-0.1282,-1.0288,1.6250,-0.6250,-1.5938
1,1589911,-0.1594,-0.1282,-1.0249,1.8750,-0.4844,-0.5938
1,1589922,-0.1615,-0.1295,-1.0242,1.1094,-0.4375,-1.0156
1,1589933,-0.1639,-0.1310,-1.0242,2.0469,-0.0469,-1.4688
1,1589944,-0.1654,-0.1317,-1.0245,1.8750,-0.5625,-0.9219
1,1589955,-0.1648,-0.1315,-1.0245,1.4688,0.0312,-0.5000
1,1589966,-0.1621,-0.1309,-1.0243,0.2031,-0.6562,-0.8281
1,1589977,-0.1600,-0.1301,-1.0240,0.7031,-1.5938,-0.0625
1,1589989,-0.1589,-0.1296,-1.0238,1.1719,-0.7812,-0.1875
1,1590000,-0.1598,-0.1293,-1.0233,0.5000,-0.2656,-0.2188
1,1590032,-0.1661,-0.1295,-1.0232,0.5000,-1.2500,-0.7500
1,1590043,-0.1680,-0.1293,-1.0245,0.8281,0.2188,-0.6562
1,1590054,-0.1692,-0.1285,-1.0264,-0.0312,0.2188,-0.3125
1,1590076,-0.1697,-0.1259,-1.0287,1.3906,-0.3281,-1.5625
1,1590088,-0.1687,-0.1249,-1.0277,0.9688,-0.6094,0.3125
1,1590099,-0.1665,-0.1249,-1.0259,0.6562,-0.8281,-0.4844
1,1590110,-0.1639,-0.1257,-1.0250,0.6250,0.0156,-0.5469
1,1590121,-0.1622,-0.1270,-1.0259,0.3438,-0.5625,0.2500
1,1590153,-0.1604,-0.1271,-1.0295,1.2656,-2.0000,-0.1250
1,1590164,-0.1592,-0.1256,-1.0262,0.2344,-2.9062,0.2812
1,1590175,-0.1587,-0.1239,-1.0236,0.5781,-1.4844,0.3438
1,1590198,-0.1639,-0.1222,-1.0248,1.1094,0.2031,0.2656
1,1590209,-0.1686,-0.1222,-1.0260,0.9531,0.3906,0.5469
1,1590220,-0.1719,-0.1223,-1.0271,1.1719,0.3281,0.5938
1,1590231,-0.1727,-0.1228,-1.0273,0.2500,0.4688,0.2031
1,1590242,-0.1714,-0.1241,-1.0265,0.7656,0.1719,0.5938
1,1590253,-0.1688,-0.1257,-1.0253,0.0312,-0.3906,0.5000
1,1590285,-0.1665,-0.1239,-1.0264,0.1250,-1.0156,-0.3594
1,1590296,-0.1683,-0.1217,-1.0272,0.6094,-0.0781,-0.7344
1,1590307,-0.1709,-0.1202,-1.0269,0.9062,0.5469,-0.3750
1,1590318,-0.1733,-0.1202,-1.0258,0.9531,-0.1562,-1.2969
1,1590341,-0.1752,-0.1227,-1.0264,0.7344,1.1406,-0.8281
1,1590352,-0.1743,-0.1227,-1.0293,0.5312,1.1562,-1.1719
1,1590363,-0.1724,-0.1216,-1.0316,1.1719,-0.3438,-1.3125
1,1590374,-0.1685,-0.1199,-1.0317,1.1406,-0.2188,-1.9219
1,1590405,-0.1625,-0.1167,-1.0271,0.8906,1.0781,-1.7500
1,1590416,-0.1638,-0.1161,-1.0281,1.8906,1.2812,-0.9219
1,1590427,-0.1656,-0.1151,-1.0294,2.0469,1.0781,-0.8281
1,1590438,-0.1666,-0.1145,-1.0309,2.3438,-0.3906,-1.5000
1,1590449,-0.1665,-0.1146,-1.0315,2.7969,0.3125,-1.2656
1,1590461,-0.1656,-0.1160,-1.0309,2.6719,-0.7656,-1.0000
1,1590472,-0.1650,-0.1177,-1.0319,3.2188,-1.2031,-1.5938
1,1590483,-0.1654,-0.1194,-1.0347,3.3125,-0.9531,-0.5938
1,1590494,-0.1656,-0.1206,-1.0363,2.5156,-3.7031,-1.4219
1,1590505,-0.1644,-0.1213,-1.0338,2.2188,-6.4688,-0.8750
1,1590537,-0.1595,-0.1233,-1.0192,1.8906,-5.5625,-1.6562
1,1590548,-0.1664,-0.1243,-1.0175,1.4375,-4.9844,-1.5938
1,1590559,-0.1760,-0.1254,-1.0172,0.9531,-5.1406,-1.7812
1,1590571,-0.1840,-0.1263,-1.0161,1.2188,-4.7344,-0.9219
1,1590582,-0.1876,-0.1274,-1.0138,0.5156,-4.8281,-2.8438
1,1590593,-0.1873,-0.1289,-1.0121,-0.8594,-5.5156,-2.5625
1,1590604,-0.1853,-0.1305,-1.0117,-1.7500,-5.3906,-2.4531
1,1590615,-0.1823,-0.1318,-1.0120,-2.1406,-6.3125,-3.1875
1,1590626,-0.1803,-0.1315,-1.0121,-2.6250,-5.8594,-3.1875
1,1590658,-0.1830,-0.1248,-1.0082,-4.6094,-6.4062,-5.9531
1,1590669,-0.1858,-0.1215,-1.0096,-3.5000,-8.0938,-5.8594
1,1590680,-0.1876,-0.1182,-1.0172,-3.3281,-12.0625,-5.1250
1,1590691,-0.1868,-0.1139,-1.0260,-2.5625,-14.4844,-4.6406
1,1590714,-0.1803,-0.1082,-1.0419,-0.8125,-12.4062,-4.3281
1,1590725,-0.1821,-0.1058,-1.0435,-0.2031,-11.3594,-3.5625
1,1590736,-0.1847,-0.1036,-1.0410,0.5156,-12.6406,-3.6250
1,1590747,-0.1847,-0.1027,-1.0356,1.1250,-14.2812,-3.1250
1,1590778,-0.1775,-0.1063,-1.0302,0.2031,-47.9062,-8.8906
1,1590790,-0.1699,-0.1102,-1.0311,1.5781,-62.3125,-8.0156
1,1590801,-0.1625,-0.1135,-1.0293,2.5000,-68.1875,-8.7969
1,1590812,-0.1644,-0.1144,-1.0248,3.0156,-69.1562,-8.9219
1,1590823,-0.1823,-0.1136,-1.0198,1.5000,-71.3750,-9.8750
1,1590834,-0.2120,-0.1138,-1.0138,0.3594,-74.0156,-10.2344
1,1590845,-0.2377,-0.1151,-1.0070,-1.6094,-82.5000,-11.9531
1,1590857,-0.2648,-0.1165,-1.0017,-3.7969,-93.5312,-15.7344
1,1590868,-0.2820,-0.1183,-0.9955,-7.2812,-114.0469,-17.8906
1,1590879,-0.2886,-0.1207,-0.9879,-6.3438,-139.7344,-22.1094
1,1590912,-0.3260,-0.1241,-0.9489,-11.0938,-155.1406,-24.2188
1,1590923,-0.3635,-0.1232,-0.9399,-13.4688,-144.8594,-26.7969
1,1590935,-0.4258,-0.1235,-0.9392,-18.3125,-139.0781,-29.3594
1,1590946,-0.4869,-0.1241,-0.9429,-22.3750,-150.4375,-31.6406
1,1590957,-0.5232,-0.1221,-0.9457,-25.2031,-172.1250,-34.6875
1,1590969,-0.5197,-0.1157,-0.9381,-27.2031,-196.4688,-35.9219
1,1590980,-0.4834,-0.1122,-0.9104,-35.6562,-207.7812,-37.3750
1,1590991,-0.4487,-0.1198,-0.8588,-39.9375,-207.7188,-39.3906
1,1591002,-0.4573,-0.1375,-0.7913,-43.6250,-196.8125,-39.1719
1,1591036,-0.7406,-0.1483,-0.6504,-48.3125,-166.5938,-40.9062
1,1591048,-0.7908,-0.1349,-0.6482,-51.2969,-171.0469,-42.8125
1,1591059,-0.8063,-0.1263,-0.6576,-53.8594,-173.7656,-43.8125
1,1591070,-0.7904,-0.1217,-0.6608,-54.4688,-166.8281,-44.2969
1,1591081,-0.7810,-0.1223,-0.6464,-54.1562,-152.0156,-41.9688
1,1591092,-0.8033,-0.1251,-0.6066,-53.9688,-137.2969,-40.8594
1,1591104,-0.8506,-0.1285,-0.5477,-55.3125,-133.9844,-40.8125
1,1591115,-0.8914,-0.1338,-0.4846,-59.7344,-136.5938,-43.9219
1,1591126,-0.8998,-0.1406,-0.4340,-61.4531,-140.8906,-42.6875
1,1591160,-0.8691,-0.1509,-0.4541,-58.9062,-120.8281,-43.6406
1,1591171,-0.8990,-0.1469,-0.4899,-58.1719,-116.4062,-43.2812
1,1591183,-0.9469,-0.1415,-0.5028,-57.4688,-114.4531,-39.9844
1,1591194,-0.9799,-0.1344,-0.4879,-54.3906,-110.5625,-41.3125
1,1591205,-0.9836,-0.1298,-0.4402,-54.6719,-95.3906,-37.4688
1,1591216,-0.9685,-0.1294,-0.3773,-52.3594,-82.4688,-39.7500
1,1591228,-0.9607,-0.1324,-0.3234,-50.4219,-68.2656,-40.0312
1,1591239,-0.9808,-0.1343,-0.2964,-44.9688,-54.9219,-19.7031
1,1591250,-1.0173,-0.1251,-0.3074,-33.1094,-40.1406,2.9844
1,1591283,-0.8242,-0.0631,-0.4678,-22.4531,-89.9531,-2.5469
1,1591294,-0.7227,-0.0547,-0.4962,-13.5000,-70.5938,0.4219
1,1591305,-0.7273,-0.0466,-0.5059,-6.3281,-50.0938,5.7656
1,1591316,-0.8352,-0.0343,-0.5088,0.0938,-52.3906,7.0938
1,1591327,-0.9227,-0.0214,-0.5048,2.7188,-74.3125,8.2188
1,1591339,-0.9926,-0.0027,-0.4906,9.3125,-90.4375,2.6094
1,1591350,-0.9962,0.0129,-0.4524,12.6250,-96.2656,1.9375
1,1591361,-0.9695,0.0129,-0.3917,15.5000,-98.4531,3.4688
1,1591372,-0.9492,-0.0134,-0.3174,13.7344,-103.1406,-0.1562
1,1591405,-1.0035,-0.1555,-0.1198,11.3281,-51.5156,-0.0312
1,1591417,-1.0634,-0.1780,-0.0887,7.0000,-29.8750,-5.7812
1,1591428,-1.1224,-0.1864,-0.0635,2.5469,-30.6562,-5.1250
1,1591439,-1.1443,-0.1903,-0.0452,1.0625,-37.7656,-5.5938
1,1591450,-1.1129,-0.1896,-0.0287,0.2500,-43.9688,-8.3281
1,1591461,-1.0483,-0.1835,-0.0150,-3.0312,-44.6094,-5.0781
1,1591472,-0.9904,-0.1726,-0.0077,-7.7344,-37.6875,3.7812
1,1591484,-0.9689,-0.1575,-0.0105,-8.8438,-24.6875,7.7188
1,1591495,-0.9751,-0.1439,-0.0258,-5.9375,-11.5625,8.1875
1,1591527,-1.0436,-0.1283,-0.1027,-5.4531,23.8594,3.4062
1,1591538,-1.0490,-0.1323,-0.1151,-0.3594,27.0000,3.7031
1,1591549,-1.0381,-0.1290,-0.1188,0.1562,31.0000,1.8594
1,1591561,-1.0201,-0.1166,-0.1118,2.0469,38.6250,4.3438
1,1591572,-1.0079,-0.0992,-0.1003,2.9375,42.0312,3.3438
1,1591583,-1.0062,-0.0824,-0.0922,4.9844,41.5625,3.3906
1,1591594,-1.0107,-0.0709,-0.0913,4.8438,36.6094,3.1875
1,1591605,-1.0138,-0.0697,-0.0985,4.9844,34.3594,1.9844
1,1591617,-1.0118,-0.0765,-0.1093,4.9062,35.0625,2.0156
1,1591648,-0.9899,-0.1160,-0.1626,8.3438,50.9531,4.5312
1,1591659,-0.9926,-0.1230,-0.1799,8.5312,56.0469,4.5469
1,1591670,-1.0079,-0.1249,-0.1902,8.6875,63.7500,6.0625
1,1591682,-1.0302,-0.1233,-0.1932,9.8125,71.4531,7.4688
1,1591693,-1.0470,-0.1206,-0.1917,10.3906,72.4531,6.2500
1,1591704,-1.0481,-0.1199,-0.1888,9.5469,64.0625,2.0000
1,1591715,-1.0278,-0.1219,-0.1886,9.6562,51.6875,3.8594
1,1591726,-0.9858,-0.1261,-0.1943,7.0469,36.1250,3.8438
1,1591737,-0.9344,-0.1282,-0.2089,7.4531,28.2500,2.5000
1,1591749,-0.8956,-0.1254,-0.2302,7.6094,23.7656,2.5000
1,1591781,-0.9563,-0.1089,-0.2812,5.9531,34.5312,0.3750
1,1591792,-1.0065,-0.1057,-0.2896,6.3438,25.7344,-1.8906
1,1591803,-1.0337,-0.1002,-0.2971,8.7656,11.7188,-1.3281
1,1591814,-1.0309,-0.0907,-0.3019,9.5625,2.2344,-1.0000
1,1591826,-1.0072,-0.0837,-0.2987,8.9375,2.8594,-2.1875
1,1591837,-0.9838,-0.0828,-0.2825,7.7969,18.0469,-0.3281
1,1591848,-0.9706,-0.0931,-0.2563,7.1094,34.2500,0.6094
1,1591859,-0.9614,-0.1100,-0.2327,3.7188,38.2344,-1.2344
1,1591870,-0.9524,-0.1249,-0.2235,2.7656,31.4844,-1.3438
1,1591902,-0.8981,-0.1270,-0.2662,0.7969,-10.0781,-0.6406
1,1591913,-0.8878,-0.1299,-0.2847,1.2812,-15.4219,-1.7656
1,1591924,-0.9010,-0.1362,-0.2982,3.2656,-15.4531,-3.0625
1,1591936,-0.9403,-0.1462,-0.3037,2.0000,-5.6562,-3.0000
1,1591947,-0.9796,-0.1566,-0.2981,2.1406,3.0312,-1.7500
1,1591958,-0.9952,-0.1635,-0.2783,2.2031,14.9375,2.7812
1,1591969,-0.9821,-0.1614,-0.2574,2.5625,22.2031,5.5625
1,1592023,-1.0215,-0.0809,-0.4130,28.7188,32.2188,9.2188
1,1592035,-1.0408,-0.0670,-0.4653,35.3281,22.3125,9.4062
1,1592046,-1.0309,-0.0471,-0.4963,38.1875,19.5312,8.8594
1,1592057,-0.9940,-0.0294,-0.5117,39.0469,31.4688,6.6562
1,1592069,-0.9604,-0.0209,-0.4957,46.5781,58.4844,3.6875
1,1592080,-0.9630,-0.0216,-0.4600,59.0000,107.0781,4.1875
1,1592091,-1.0227,-0.0249,-0.4318,72.8438,187.6562,9.2500
1,1592102,-1.1400,-0.0215,-0.4368,90.3906,260.6562,18.1094
1,1592113,-1.2849,-0.0068,-0.4807,107.7656,363.5625,34.6406
1,1592147,-1.3425,0.0667,-0.5874,158.0156,511.9844,83.3750
1,1592159,-1.1897,0.0679,-0.5365,167.6719,511.9844,102.6250
