sample,t_ms,ax,ay,az,gx,gy,gz,tremor
0,2589154,0.0547,-0.8682,-0.4196,-0.2656,27.5781,41.5938,no_tremor
1,2589158,0.0643,-0.8715,-0.4124,-0.1094,26.5469,41.1406,no_tremor
2,2589163,0.0750,-0.8762,-0.4087,0.0625,25.6250,40.7969,no_tremor
3,2589168,0.0902,-0.8792,-0.4059,-0.0625,24.6250,41.4844,no_tremor
4,2589173,0.0988,-0.8817,-0.4041,-0.8594,23.3750,42.5156,no_tremor
5,2589177,0.1052,-0.8839,-0.4031,-1.6250,22.3438,42.3594,no_tremor
6,2589182,0.1090,-0.8854,-0.4026,-1.3906,22.0312,41.8438,no_tremor
7,2589187,0.1104,-0.8860,-0.4026,-1.5625,22.6406,41.8906,no_tremor
8,2589192,0.1093,-0.8861,-0.4027,-2.1406,22.8750,43.0625,no_tremor
9,2589197,0.1062,-0.8857,-0.4031,-2.1875,22.5469,45.2812,no_tremor
10,2589202,0.1022,-0.8851,-0.4036,-1.8750,22.4062,46.5000,no_tremor
11,2589207,0.0978,-0.8843,-0.4045,-1.7188,21.7969,47.4062,no_tremor
12,2589211,0.0939,-0.8829,-0.4054,-1.8281,21.4531,49.1562,no_tremor
13,2589216,0.0900,-0.8818,-0.4064,-1.8438,21.3906,50.1094,no_tremor
14,2589226,0.0898,-0.8794,-0.4091,-2.4375,22.4062,51.9531,no_tremor
15,2589231,0.0918,-0.8782,-0.4108,-3.3125,23.7812,53.9844,no_tremor
16,2589236,0.0945,-0.8771,-0.4126,-4.6719,25.7656,55.4375,no_tremor
17,2589241,0.0975,-0.8760,-0.4144,-5.1719,27.7188,57.0312,no_tremor
18,2589246,0.1003,-0.8750,-0.4172,-5.3750,30.4531,57.9062,no_tremor
19,2589272,0.0961,-0.8676,-0.4216,-8.5000,43.5625,63.8438,no_tremor
20,2589277,0.0911,-0.8661,-0.4220,-10.2344,45.5469,65.0000,no_tremor
21,2589282,0.0853,-0.8645,-0.4226,-10.8594,46.5156,66.3438,no_tremor
22,2589287,0.0790,-0.8619,-0.4246,-10.8594,47.6406,67.0000,no_tremor
23,2589292,0.0725,-0.8601,-0.4270,-10.4062,48.2500,67.2812,no_tremor
24,2589301,0.0546,-0.8553,-0.4353,-8.6094,47.6875,65.4062,no_tremor
25,2589306,0.0461,-0.8525,-0.4415,-9.6406,46.8594,64.1094,no_tremor
26,2589311,0.0365,-0.8495,-0.4491,-10.8906,46.1406,62.8438,no_tremor
27,2589316,0.0256,-0.8467,-0.4579,-11.4531,45.6719,61.0312,no_tremor
