sample,t_ms,ax,ay,az,gx,gy,gz,tremor
0,1492847,-0.8920,-0.0198,0.3708,1.1562,0.2656,0.0156,no_tremor
1,1492858,-0.8906,-0.0225,0.3717,2.0000,1.3906,1.0625,no_tremor
2,1492881,-0.8925,-0.0233,0.3672,2.2500,0.8906,-0.5000,no_tremor
3,1492892,-0.8961,-0.0209,0.3615,2.5469,-3.3125,-3.6719,no_tremor
4,1492903,-0.9095,-0.0168,0.3513,6.1719,-4.9844,-10.1875,no_tremor
5,1492914,-0.9376,-0.0081,0.3276,12.0781,-10.7969,-19.0312,no_tremor
6,1492970,-1.3013,0.0775,0.1250,59.8125,-40.6094,-112.6562,no_tremor
7,1492982,-1.3362,0.1025,0.0880,71.0469,-40.6562,-130.0781,no_tremor
8,1492993,-1.3375,0.1205,0.0665,85.2344,-37.7969,-138.1250,no_tremor
9,1493004,-1.2859,0.1373,0.0613,97.7344,-49.6406,-150.1562,no_tremor
10,1493015,-1.1962,0.1516,0.0668,108.9531,-58.5156,-164.4375,no_tremor
11,1493026,-1.1014,0.1687,0.0834,117.1406,-56.6875,-175.0000,no_tremor
12,1493049,-0.9722,0.1997,0.1599,135.7969,-51.4531,-184.9062,no_tremor
13,1493060,-0.9200,0.1964,0.2249,143.5625,-51.2031,-182.6719,no_tremor
14,1493094,-0.6577,0.0541,0.4296,144.3438,-87.6094,-181.2812,no_tremor
15,1493105,-0.6132,0.0062,0.4785,140.0469,-87.6719,-178.7969,no_tremor
16,1493116,-0.5699,-0.0356,0.5123,137.6406,-76.0312,-173.2031,no_tremor
17,1493128,-0.5585,-0.0546,0.5530,133.1094,-62.4531,-166.9844,no_tremor
18,1493139,-0.5625,-0.0612,0.5963,128.3281,-57.0312,-159.6562,no_tremor
19,1493150,-0.5601,-0.0695,0.6462,118.5469,-54.8281,-151.1406,no_tremor
20,1493161,-0.5336,-0.0881,0.7051,108.3438,-55.7656,-139.2812,no_tremor
21,1493172,-0.4794,-0.1176,0.7688,95.3906,-58.9375,-125.1250,no_tremor
22,1493184,-0.4250,-0.1526,0.8293,82.6406,-58.2031,-112.1406,no_tremor
23,1493217,-0.3077,-0.2253,0.9418,45.5938,-19.6562,-70.8906,no_tremor
24,1493228,-0.3091,-0.2323,0.9523,39.6250,-4.4844,-57.5156,no_tremor
25,1493239,-0.3109,-0.2317,0.9484,32.4688,-2.1250,-48.2969,no_tremor
26,1493251,-0.3020,-0.2297,0.9396,26.5625,-1.6875,-38.2500,no_tremor
27,1493262,-0.2822,-0.2319,0.9340,20.9062,-2.7344,-29.9531,no_tremor
28,1493273,-0.2644,-0.2397,0.9330,15.8594,-3.3438,-22.9375,no_tremor
29,1493296,-0.2454,-0.2563,0.9257,10.3281,-1.9688,-10.9688,no_tremor
30,1493307,-0.2574,-0.2599,0.9080,8.4375,0.1406,-5.3750,no_tremor
31,1493338,-0.3217,-0.2540,0.8296,3.3906,-0.4531,7.0625,no_tremor
32,1493349,-0.3374,-0.2512,0.8125,0.6875,-3.4844,10.2031,no_tremor
33,1493360,-0.3474,-0.2505,0.8076,-1.2500,-6.2656,15.2812,no_tremor
34,1493372,-0.3698,-0.2539,0.8110,-4.9062,-10.1562,15.8281,no_tremor
35,1493383,-0.4301,-0.2601,0.8141,-6.6406,-10.8125,17.7031,no_tremor
36,1493395,-0.4567,-0.2660,0.8073,-7.4375,-5.7812,17.8594,no_tremor
37,1493406,-0.5315,-0.2737,0.7913,-5.7656,-0.4062,18.0938,no_tremor
38,1493417,-0.6055,-0.2812,0.7595,-4.2500,5.9219,15.3125,no_tremor
39,1493428,-0.6588,-0.2882,0.7239,-4.9844,7.1875,10.0938,no_tremor
40,1493460,-0.6633,-0.2828,0.6774,-2.5000,9.5938,4.7344,no_tremor
41,1493471,-0.6389,-0.2666,0.6798,-1.3438,8.5469,3.7812,no_tremor
42,1493483,-0.6154,-0.2463,0.6847,-0.5156,3.7031,0.6250,no_tremor
43,1493494,-0.5970,-0.2274,0.6877,1.3594,-0.1719,-2.0469,no_tremor
44,1493516,-0.5774,-0.2068,0.6838,2.9531,-2.9062,-2.5625,no_tremor
45,1493527,-0.5725,-0.2023,0.6813,4.7969,-1.2188,-3.3125,no_tremor
46,1493550,-0.5690,-0.2029,0.6923,4.6406,1.0781,-1.2500,no_tremor
47,1493580,-0.5559,-0.2224,0.7203,2.1094,-1.9531,-2.4531,no_tremor
48,1493591,-0.5529,-0.2336,0.7262,1.8438,-2.5938,-1.8906,no_tremor
49,1493603,-0.5519,-0.2439,0.7288,2.1250,-3.0156,-2.4531,no_tremor
50,1493614,-0.5520,-0.2496,0.7292,3.2031,-1.4844,-2.3125,no_tremor
51,1493625,-0.5525,-0.2488,0.7290,3.2969,2.0938,-1.2344,no_tremor
52,1493636,-0.5503,-0.2438,0.7299,3.4844,2.2344,-1.7812,no_tremor
53,1493659,-0.5332,-0.2389,0.7386,1.5938,0.3438,1.7812,no_tremor
