sample,t_ms,t_s,ax,ay,az,gx,gy,gz,tremor
0,9134156,0.0,-1.1574471910161879,-0.03627983903308146,-0.6122093538901164,-7.562856593835494,112.55289062032851,-9.993727962231805,no_tremor
1,9134161,0.005,-1.146701052934336,-0.03638539766816598,-0.6160246759437379,-6.877402981584527,103.96563209970472,-8.963614752347105,no_tremor
2,9134166,0.01,-1.1320469831923905,-0.036516469940690445,-0.6211925101084724,-6.203012063368833,95.48233572987125,-7.9527866364297255,no_tremor
3,9134171,0.015,-1.113274346036671,-0.03666583780971716,-0.627763601445127,-5.540988186381634,87.12455496528467,-6.96492099487961,no_tremor
4,9134176,0.02,-1.090915598964115,-0.036818792574670425,-0.6355252735024328,-4.89253983214753,78.91271949719491,-6.003533947229475,no_tremor
5,9134180,0.024,-1.0658686493724527,-0.036958533222576015,-0.6441399293852131,-4.258775150383302,70.86599804205188,-5.071950919976805,no_tremor
6,9134185,0.029,-1.039064366916275,-0.03706991090021441,-0.6532641106759322,-3.6406978210467376,63.00216969690997,-4.1732790712014545,no_tremor
7,9134190,0.034,-1.01129823264636,-0.03714085418777235,-0.6626074002734949,-3.039203176001757,55.33750483646141,-3.310381935110836,no_tremor
8,9134195,0.039,-0.9831850009792064,-0.03716238690881128,-0.6719471935722346,-2.455074546824019,47.88665677373324,-2.485856627060679,no_tremor
9,9134200,0.044,-0.9551742217612178,-0.0371281027752859,-0.6811220784956985,-1.8889798458157265,40.66256564449566,-1.7020139248313428,no_tremor
10,9134205,0.049,-0.9275851454941907,-0.037033570541559986,-0.6900187035324916,-1.3414684304263584,33.67637617775568,-0.960861515133599,no_tremor
11,9134209,0.053,-0.9006413557877181,-0.03687584780454115,-0.698559052159263,-0.812968344568824,26.937371158471727,-0.26409066426780103,no_tremor
12,9134214,0.058,-0.8744985256639092,-0.03665313420645492,-0.7066903645836515,-0.30378407089232323,20.452922451267952,0.38693346290512953,no_tremor
13,9134219,0.063,-0.8492646059931739,-0.036364541128081976,-0.7143778666345503,0.18590503826456783,14.228461414645265,0.9911776513488485,no_tremor
